,Confirmed,Deaths,Recovered,Stringency,Testing,index,Country
5797,0.0,0.0,0.0,14.0,0.0,02/25/2020,Ecuador
5798,0.0,0.0,0.0,14.0,0.0,02/26/2020,Ecuador
5799,0.0,0.0,0.0,14.0,0.0,02/27/2020,Ecuador
5800,0.0,0.0,0.0,14.0,0.0,02/28/2020,Ecuador
5801,0.0,0.0,0.0,14.0,0.0,02/29/2020,Ecuador
5802,6.0,0.0,0.0,14.0,0.0,03/01/2020,Ecuador
5803,6.0,0.0,0.0,19.0,0.0,03/02/2020,Ecuador
5804,7.0,0.0,0.0,19.0,0.0,03/03/2020,Ecuador
5805,10.0,0.0,0.0,19.0,0.0,03/04/2020,Ecuador
5806,13.0,0.0,0.0,19.0,0.0,03/05/2020,Ecuador
5807,13.0,0.0,0.0,19.0,0.0,03/06/2020,Ecuador
5808,13.0,0.0,0.0,19.0,0.0,03/07/2020,Ecuador
5809,14.0,0.0,0.0,19.0,0.0,03/08/2020,Ecuador
5810,15.0,0.0,0.0,19.0,0.0,03/09/2020,Ecuador
5811,15.0,0.0,0.0,19.0,0.0,03/10/2020,Ecuador
5812,17.0,0.0,0.0,19.0,0.0,03/11/2020,Ecuador
5813,17.0,0.0,0.0,19.0,0.0,03/12/2020,Ecuador
5814,17.0,0.0,0.0,48.0,0.0,03/13/2020,Ecuador
5815,28.0,2.0,0.0,48.0,0.0,03/14/2020,Ecuador
5816,28.0,2.0,0.0,57.0,0.0,03/15/2020,Ecuador
5817,37.0,2.0,0.0,57.0,0.0,03/16/2020,Ecuador
5818,58.0,2.0,0.0,86.0,0.0,03/17/2020,Ecuador
5819,111.0,2.0,0.0,86.0,480.0,03/18/2020,Ecuador
5820,199.0,3.0,0.0,86.0,672.0,03/19/2020,Ecuador
5821,367.0,5.0,0.0,86.0,959.0,03/20/2020,Ecuador
5822,506.0,7.0,3.0,86.0,1181.0,03/21/2020,Ecuador
5823,789.0,14.0,3.0,86.0,1661.0,03/22/2020,Ecuador
5824,981.0,18.0,3.0,86.0,2072.0,03/23/2020,Ecuador
5825,1082.0,27.0,3.0,86.0,2307.0,03/24/2020,Ecuador
5826,1173.0,28.0,3.0,86.0,2598.0,03/25/2020,Ecuador
5827,1403.0,34.0,3.0,86.0,3125.0,03/26/2020,Ecuador
5828,1595.0,36.0,3.0,86.0,3568.0,03/27/2020,Ecuador
5829,1823.0,48.0,3.0,86.0,3935.0,03/28/2020,Ecuador
5830,1924.0,58.0,3.0,86.0,4123.0,03/29/2020,Ecuador
5831,1962.0,60.0,3.0,86.0,4219.0,03/30/2020,Ecuador
5832,2240.0,75.0,54.0,86.0,4828.0,03/31/2020,Ecuador
5833,2748.0,93.0,58.0,100.0,5591.0,04/01/2020,Ecuador
5834,3163.0,120.0,65.0,100.0,6302.0,04/02/2020,Ecuador
5835,3368.0,145.0,65.0,100.0,6656.0,04/03/2020,Ecuador
5836,3465.0,172.0,100.0,100.0,6834.0,04/04/2020,Ecuador
5837,3646.0,180.0,100.0,100.0,7249.0,04/05/2020,Ecuador
5838,3747.0,191.0,100.0,100.0,7590.0,04/06/2020,Ecuador
5839,3747.0,191.0,100.0,100.0,7951.0,04/07/2020,Ecuador
5840,4450.0,242.0,140.0,100.0,8658.0,04/08/2020,Ecuador
5841,4965.0,272.0,339.0,100.0,9639.0,04/09/2020,Ecuador
5842,7161.0,297.0,368.0,100.0,13657.0,04/10/2020,Ecuador
5843,7257.0,315.0,411.0,100.0,14201.0,04/11/2020,Ecuador
5844,7466.0,333.0,501.0,100.0,14584.0,04/12/2020,Ecuador
5845,7529.0,355.0,597.0,100.0,14826.0,04/13/2020,Ecuador
5846,7603.0,369.0,696.0,100.0,15098.0,04/14/2020,Ecuador
5847,7858.0,388.0,780.0,100.0,15614.0,04/15/2020,Ecuador
5848,8225.0,403.0,838.0,0.0,0.0,04/16/2020,Ecuador
5849,8450.0,421.0,838.0,0.0,0.0,04/17/2020,Ecuador
5850,9022.0,456.0,1008.0,0.0,0.0,04/18/2020,Ecuador
5851,9468.0,474.0,1061.0,0.0,0.0,04/19/2020,Ecuador
5852,10128.0,507.0,1150.0,0.0,0.0,04/20/2020,Ecuador
5876,0.0,0.0,0.0,0.0,0.0,01/22/2020,Egypt
5877,0.0,0.0,0.0,0.0,0.0,01/23/2020,Egypt
5878,0.0,0.0,0.0,0.0,0.0,01/24/2020,Egypt
5879,0.0,0.0,0.0,0.0,0.0,01/25/2020,Egypt
5880,0.0,0.0,0.0,0.0,0.0,01/26/2020,Egypt
5881,0.0,0.0,0.0,0.0,0.0,01/27/2020,Egypt
5882,0.0,0.0,0.0,0.0,0.0,01/28/2020,Egypt
5883,0.0,0.0,0.0,0.0,0.0,01/29/2020,Egypt
5884,0.0,0.0,0.0,0.0,0.0,01/30/2020,Egypt
5885,0.0,0.0,0.0,0.0,0.0,01/31/2020,Egypt
5886,0.0,0.0,0.0,0.0,0.0,02/01/2020,Egypt
5887,0.0,0.0,0.0,0.0,0.0,02/02/2020,Egypt
5888,0.0,0.0,0.0,0.0,0.0,02/03/2020,Egypt
5889,0.0,0.0,0.0,0.0,0.0,02/04/2020,Egypt
5890,0.0,0.0,0.0,0.0,0.0,02/05/2020,Egypt
5891,0.0,0.0,0.0,0.0,0.0,02/06/2020,Egypt
5892,0.0,0.0,0.0,0.0,0.0,02/07/2020,Egypt
5893,0.0,0.0,0.0,0.0,0.0,02/08/2020,Egypt
5894,0.0,0.0,0.0,0.0,0.0,02/09/2020,Egypt
5895,0.0,0.0,0.0,0.0,0.0,02/10/2020,Egypt
5896,0.0,0.0,0.0,0.0,0.0,02/11/2020,Egypt
5897,0.0,0.0,0.0,0.0,0.0,02/12/2020,Egypt
5898,0.0,0.0,0.0,0.0,0.0,02/13/2020,Egypt
5899,1.0,0.0,0.0,0.0,0.0,02/14/2020,Egypt
5900,1.0,0.0,0.0,0.0,0.0,02/15/2020,Egypt
5901,1.0,0.0,0.0,0.0,0.0,02/16/2020,Egypt
5902,1.0,0.0,0.0,0.0,0.0,02/17/2020,Egypt
5903,1.0,0.0,0.0,0.0,0.0,02/18/2020,Egypt
5904,1.0,0.0,0.0,0.0,0.0,02/19/2020,Egypt
5905,1.0,0.0,0.0,0.0,0.0,02/20/2020,Egypt
5906,1.0,0.0,0.0,0.0,0.0,02/21/2020,Egypt
5907,1.0,0.0,0.0,0.0,0.0,02/22/2020,Egypt
5908,1.0,0.0,0.0,0.0,0.0,02/23/2020,Egypt
5909,1.0,0.0,0.0,0.0,0.0,02/24/2020,Egypt
5910,1.0,0.0,0.0,0.0,0.0,02/25/2020,Egypt
5911,1.0,0.0,0.0,0.0,0.0,02/26/2020,Egypt
5912,1.0,0.0,0.0,0.0,0.0,02/27/2020,Egypt
5913,1.0,0.0,1.0,0.0,0.0,02/28/2020,Egypt
5914,1.0,0.0,1.0,0.0,0.0,02/29/2020,Egypt
5915,2.0,0.0,1.0,0.0,0.0,03/01/2020,Egypt
5916,2.0,0.0,1.0,0.0,0.0,03/02/2020,Egypt
5917,2.0,0.0,1.0,0.0,0.0,03/03/2020,Egypt
5918,2.0,0.0,1.0,0.0,0.0,03/04/2020,Egypt
5919,3.0,0.0,1.0,0.0,0.0,03/05/2020,Egypt
5920,15.0,0.0,1.0,0.0,0.0,03/06/2020,Egypt
5921,15.0,0.0,1.0,0.0,0.0,03/07/2020,Egypt
5922,49.0,1.0,1.0,0.0,0.0,03/08/2020,Egypt
5923,55.0,1.0,1.0,0.0,0.0,03/09/2020,Egypt
5924,59.0,1.0,1.0,0.0,0.0,03/10/2020,Egypt
5925,60.0,1.0,27.0,0.0,0.0,03/11/2020,Egypt
5926,67.0,1.0,27.0,0.0,0.0,03/12/2020,Egypt
5927,80.0,2.0,27.0,0.0,0.0,03/13/2020,Egypt
5928,109.0,2.0,27.0,0.0,0.0,03/14/2020,Egypt
5929,110.0,2.0,21.0,0.0,0.0,03/15/2020,Egypt
5930,150.0,2.0,27.0,10.0,0.0,03/16/2020,Egypt
5931,196.0,4.0,32.0,10.0,0.0,03/17/2020,Egypt
5932,196.0,6.0,32.0,10.0,0.0,03/18/2020,Egypt
5933,256.0,6.0,32.0,67.0,0.0,03/19/2020,Egypt
5934,285.0,8.0,39.0,67.0,0.0,03/20/2020,Egypt
5935,294.0,10.0,41.0,81.0,0.0,03/21/2020,Egypt
5936,327.0,14.0,56.0,81.0,0.0,03/22/2020,Egypt
5937,366.0,19.0,56.0,81.0,0.0,03/23/2020,Egypt
5938,402.0,20.0,80.0,95.0,0.0,03/24/2020,Egypt
5939,456.0,21.0,95.0,95.0,0.0,03/25/2020,Egypt
5940,495.0,24.0,102.0,95.0,0.0,03/26/2020,Egypt
5941,536.0,30.0,116.0,95.0,0.0,03/27/2020,Egypt
5942,576.0,36.0,121.0,95.0,0.0,03/28/2020,Egypt
5943,609.0,40.0,132.0,95.0,0.0,03/29/2020,Egypt
5944,656.0,41.0,150.0,95.0,0.0,03/30/2020,Egypt
5945,710.0,46.0,157.0,95.0,0.0,03/31/2020,Egypt
5946,779.0,52.0,179.0,95.0,0.0,04/01/2020,Egypt
5947,865.0,58.0,201.0,95.0,0.0,04/02/2020,Egypt
5948,985.0,66.0,216.0,95.0,0.0,04/03/2020,Egypt
5949,1070.0,71.0,241.0,95.0,0.0,04/04/2020,Egypt
5950,1173.0,78.0,247.0,95.0,0.0,04/05/2020,Egypt
5951,1322.0,85.0,259.0,95.0,0.0,04/06/2020,Egypt
5952,1450.0,94.0,276.0,95.0,0.0,04/07/2020,Egypt
5953,1560.0,103.0,305.0,95.0,0.0,04/08/2020,Egypt
5954,1699.0,118.0,348.0,100.0,0.0,04/09/2020,Egypt
5955,1794.0,135.0,384.0,100.0,0.0,04/10/2020,Egypt
5956,1939.0,146.0,426.0,100.0,0.0,04/11/2020,Egypt
5957,2065.0,159.0,589.0,100.0,0.0,04/12/2020,Egypt
5958,2190.0,164.0,589.0,100.0,0.0,04/13/2020,Egypt
5959,2350.0,178.0,589.0,100.0,0.0,04/14/2020,Egypt
5960,2505.0,183.0,589.0,100.0,0.0,04/15/2020,Egypt
5961,2673.0,196.0,596.0,100.0,0.0,04/16/2020,Egypt
5962,2844.0,205.0,646.0,100.0,0.0,04/17/2020,Egypt
5963,3032.0,224.0,701.0,100.0,0.0,04/18/2020,Egypt
5964,3144.0,239.0,732.0,100.0,0.0,04/19/2020,Egypt
5965,3333.0,250.0,821.0,100.0,0.0,04/20/2020,Egypt
5989,0.0,0.0,0.0,0.0,0.0,01/22/2020,El Salvador
5990,0.0,0.0,0.0,14.0,0.0,01/23/2020,El Salvador
5991,0.0,0.0,0.0,14.0,0.0,01/24/2020,El Salvador
5992,0.0,0.0,0.0,14.0,0.0,01/25/2020,El Salvador
5993,0.0,0.0,0.0,14.0,0.0,01/26/2020,El Salvador
5994,0.0,0.0,0.0,14.0,0.0,01/27/2020,El Salvador
5995,0.0,0.0,0.0,14.0,0.0,01/28/2020,El Salvador
5996,0.0,0.0,0.0,14.0,0.0,01/29/2020,El Salvador
5997,0.0,0.0,0.0,14.0,0.0,01/30/2020,El Salvador
5998,0.0,0.0,0.0,29.0,0.0,01/31/2020,El Salvador
5999,0.0,0.0,0.0,29.0,0.0,02/01/2020,El Salvador
6000,0.0,0.0,0.0,29.0,0.0,02/02/2020,El Salvador
6001,0.0,0.0,0.0,29.0,0.0,02/03/2020,El Salvador
6002,0.0,0.0,0.0,29.0,0.0,02/04/2020,El Salvador
6003,0.0,0.0,0.0,29.0,0.0,02/05/2020,El Salvador
6004,0.0,0.0,0.0,29.0,0.0,02/06/2020,El Salvador
6005,0.0,0.0,0.0,29.0,0.0,02/07/2020,El Salvador
6006,0.0,0.0,0.0,29.0,0.0,02/08/2020,El Salvador
6007,0.0,0.0,0.0,29.0,0.0,02/09/2020,El Salvador
6008,0.0,0.0,0.0,29.0,0.0,02/10/2020,El Salvador
6009,0.0,0.0,0.0,29.0,0.0,02/11/2020,El Salvador
6010,0.0,0.0,0.0,29.0,0.0,02/12/2020,El Salvador
6011,0.0,0.0,0.0,29.0,0.0,02/13/2020,El Salvador
6012,0.0,0.0,0.0,29.0,0.0,02/14/2020,El Salvador
6013,0.0,0.0,0.0,29.0,0.0,02/15/2020,El Salvador
6014,0.0,0.0,0.0,29.0,0.0,02/16/2020,El Salvador
6015,0.0,0.0,0.0,29.0,0.0,02/17/2020,El Salvador
6016,0.0,0.0,0.0,29.0,0.0,02/18/2020,El Salvador
6017,0.0,0.0,0.0,29.0,0.0,02/19/2020,El Salvador
6018,0.0,0.0,0.0,29.0,0.0,02/20/2020,El Salvador
6019,0.0,0.0,0.0,29.0,0.0,02/21/2020,El Salvador
6020,0.0,0.0,0.0,29.0,0.0,02/22/2020,El Salvador
6021,0.0,0.0,0.0,29.0,0.0,02/23/2020,El Salvador
6022,0.0,0.0,0.0,29.0,0.0,02/24/2020,El Salvador
6023,0.0,0.0,0.0,29.0,0.0,02/25/2020,El Salvador
6024,0.0,0.0,0.0,29.0,0.0,02/26/2020,El Salvador
6025,0.0,0.0,0.0,29.0,0.0,02/27/2020,El Salvador
6026,0.0,0.0,0.0,29.0,0.0,02/28/2020,El Salvador
6027,0.0,0.0,0.0,29.0,0.0,02/29/2020,El Salvador
6028,0.0,0.0,0.0,29.0,0.0,03/01/2020,El Salvador
6029,0.0,0.0,0.0,29.0,0.0,03/02/2020,El Salvador
6030,0.0,0.0,0.0,29.0,0.0,03/03/2020,El Salvador
6031,0.0,0.0,0.0,29.0,0.0,03/04/2020,El Salvador
6032,0.0,0.0,0.0,29.0,0.0,03/05/2020,El Salvador
6033,0.0,0.0,0.0,29.0,0.0,03/06/2020,El Salvador
6034,0.0,0.0,0.0,29.0,0.0,03/07/2020,El Salvador
6035,0.0,0.0,0.0,29.0,0.0,03/08/2020,El Salvador
6036,0.0,0.0,0.0,29.0,0.0,03/09/2020,El Salvador
6037,0.0,0.0,0.0,29.0,0.0,03/10/2020,El Salvador
6038,0.0,0.0,0.0,48.0,0.0,03/11/2020,El Salvador
6039,0.0,0.0,0.0,62.0,0.0,03/12/2020,El Salvador
6040,0.0,0.0,0.0,62.0,0.0,03/13/2020,El Salvador
6041,0.0,0.0,0.0,62.0,0.0,03/14/2020,El Salvador
6042,0.0,0.0,0.0,62.0,0.0,03/15/2020,El Salvador
6043,0.0,0.0,0.0,62.0,0.0,03/16/2020,El Salvador
6044,0.0,0.0,0.0,71.0,0.0,03/17/2020,El Salvador
6045,0.0,0.0,0.0,71.0,0.0,03/18/2020,El Salvador
6046,1.0,0.0,0.0,71.0,0.0,03/19/2020,El Salvador
6047,1.0,0.0,0.0,71.0,0.0,03/20/2020,El Salvador
6048,3.0,0.0,0.0,86.0,0.0,03/21/2020,El Salvador
6049,3.0,0.0,0.0,86.0,0.0,03/22/2020,El Salvador
6050,3.0,0.0,0.0,86.0,0.0,03/23/2020,El Salvador
6051,5.0,0.0,0.0,86.0,0.0,03/24/2020,El Salvador
6052,9.0,0.0,0.0,86.0,0.0,03/25/2020,El Salvador
6053,13.0,0.0,0.0,86.0,0.0,03/26/2020,El Salvador
6054,13.0,0.0,0.0,86.0,0.0,03/27/2020,El Salvador
6055,19.0,0.0,0.0,86.0,0.0,03/28/2020,El Salvador
6056,24.0,0.0,0.0,86.0,0.0,03/29/2020,El Salvador
6057,30.0,0.0,0.0,86.0,0.0,03/30/2020,El Salvador
6058,32.0,1.0,0.0,86.0,0.0,03/31/2020,El Salvador
6059,32.0,1.0,0.0,86.0,0.0,04/01/2020,El Salvador
6060,41.0,2.0,0.0,86.0,0.0,04/02/2020,El Salvador
6061,46.0,2.0,0.0,86.0,0.0,04/03/2020,El Salvador
6062,56.0,3.0,2.0,86.0,0.0,04/04/2020,El Salvador
6063,62.0,3.0,2.0,86.0,0.0,04/05/2020,El Salvador
6064,69.0,4.0,5.0,86.0,0.0,04/06/2020,El Salvador
6065,78.0,4.0,5.0,86.0,0.0,04/07/2020,El Salvador
6066,93.0,5.0,9.0,71.0,0.0,04/08/2020,El Salvador
6067,103.0,6.0,14.0,71.0,0.0,04/09/2020,El Salvador
6068,117.0,6.0,15.0,71.0,0.0,04/10/2020,El Salvador
6069,118.0,6.0,19.0,71.0,0.0,04/11/2020,El Salvador
6070,125.0,6.0,21.0,71.0,6729.0,04/12/2020,El Salvador
6071,137.0,6.0,22.0,71.0,0.0,04/13/2020,El Salvador
6072,149.0,6.0,25.0,71.0,7785.0,04/14/2020,El Salvador
6073,159.0,6.0,30.0,71.0,8333.0,04/15/2020,El Salvador
6074,164.0,6.0,33.0,71.0,9267.0,04/16/2020,El Salvador
6075,177.0,7.0,38.0,71.0,10191.0,04/17/2020,El Salvador
6076,190.0,7.0,43.0,71.0,11160.0,04/18/2020,El Salvador
6077,201.0,7.0,44.0,71.0,12210.0,04/19/2020,El Salvador
6078,218.0,7.0,46.0,71.0,13352.0,04/20/2020,El Salvador
6102,0.0,0.0,0.0,0.0,0.0,01/22/2020,Equatorial Guinea
6103,0.0,0.0,0.0,0.0,0.0,01/23/2020,Equatorial Guinea
6104,0.0,0.0,0.0,0.0,0.0,01/24/2020,Equatorial Guinea
6105,0.0,0.0,0.0,0.0,0.0,01/25/2020,Equatorial Guinea
6106,0.0,0.0,0.0,0.0,0.0,01/26/2020,Equatorial Guinea
6107,0.0,0.0,0.0,0.0,0.0,01/27/2020,Equatorial Guinea
6108,0.0,0.0,0.0,0.0,0.0,01/28/2020,Equatorial Guinea
6109,0.0,0.0,0.0,0.0,0.0,01/29/2020,Equatorial Guinea
6110,0.0,0.0,0.0,0.0,0.0,01/30/2020,Equatorial Guinea
6111,0.0,0.0,0.0,0.0,0.0,01/31/2020,Equatorial Guinea
6112,0.0,0.0,0.0,0.0,0.0,02/01/2020,Equatorial Guinea
6113,0.0,0.0,0.0,0.0,0.0,02/02/2020,Equatorial Guinea
6114,0.0,0.0,0.0,0.0,0.0,02/03/2020,Equatorial Guinea
6115,0.0,0.0,0.0,0.0,0.0,02/04/2020,Equatorial Guinea
6116,0.0,0.0,0.0,0.0,0.0,02/05/2020,Equatorial Guinea
6117,0.0,0.0,0.0,0.0,0.0,02/06/2020,Equatorial Guinea
6118,0.0,0.0,0.0,0.0,0.0,02/07/2020,Equatorial Guinea
6119,0.0,0.0,0.0,0.0,0.0,02/08/2020,Equatorial Guinea
6120,0.0,0.0,0.0,0.0,0.0,02/09/2020,Equatorial Guinea
6121,0.0,0.0,0.0,0.0,0.0,02/10/2020,Equatorial Guinea
6122,0.0,0.0,0.0,0.0,0.0,02/11/2020,Equatorial Guinea
6123,0.0,0.0,0.0,0.0,0.0,02/12/2020,Equatorial Guinea
6124,0.0,0.0,0.0,0.0,0.0,02/13/2020,Equatorial Guinea
6125,0.0,0.0,0.0,0.0,0.0,02/14/2020,Equatorial Guinea
6126,0.0,0.0,0.0,0.0,0.0,02/15/2020,Equatorial Guinea
6127,0.0,0.0,0.0,0.0,0.0,02/16/2020,Equatorial Guinea
6128,0.0,0.0,0.0,0.0,0.0,02/17/2020,Equatorial Guinea
6129,0.0,0.0,0.0,0.0,0.0,02/18/2020,Equatorial Guinea
6130,0.0,0.0,0.0,0.0,0.0,02/19/2020,Equatorial Guinea
6131,0.0,0.0,0.0,0.0,0.0,02/20/2020,Equatorial Guinea
6132,0.0,0.0,0.0,0.0,0.0,02/21/2020,Equatorial Guinea
6133,0.0,0.0,0.0,0.0,0.0,02/22/2020,Equatorial Guinea
6134,0.0,0.0,0.0,0.0,0.0,02/23/2020,Equatorial Guinea
6135,0.0,0.0,0.0,0.0,0.0,02/24/2020,Equatorial Guinea
6136,0.0,0.0,0.0,0.0,0.0,02/25/2020,Equatorial Guinea
6137,0.0,0.0,0.0,0.0,0.0,02/26/2020,Equatorial Guinea
6138,0.0,0.0,0.0,0.0,0.0,02/27/2020,Equatorial Guinea
6139,0.0,0.0,0.0,0.0,0.0,02/28/2020,Equatorial Guinea
6140,0.0,0.0,0.0,0.0,0.0,02/29/2020,Equatorial Guinea
6141,0.0,0.0,0.0,0.0,0.0,03/01/2020,Equatorial Guinea
6142,0.0,0.0,0.0,0.0,0.0,03/02/2020,Equatorial Guinea
6143,0.0,0.0,0.0,0.0,0.0,03/03/2020,Equatorial Guinea
6144,0.0,0.0,0.0,0.0,0.0,03/04/2020,Equatorial Guinea
6145,0.0,0.0,0.0,0.0,0.0,03/05/2020,Equatorial Guinea
6146,0.0,0.0,0.0,0.0,0.0,03/06/2020,Equatorial Guinea
6147,0.0,0.0,0.0,0.0,0.0,03/07/2020,Equatorial Guinea
6148,0.0,0.0,0.0,0.0,0.0,03/08/2020,Equatorial Guinea
6149,0.0,0.0,0.0,0.0,0.0,03/09/2020,Equatorial Guinea
6150,0.0,0.0,0.0,0.0,0.0,03/10/2020,Equatorial Guinea
6151,0.0,0.0,0.0,0.0,0.0,03/11/2020,Equatorial Guinea
6152,0.0,0.0,0.0,0.0,0.0,03/12/2020,Equatorial Guinea
6153,0.0,0.0,0.0,0.0,0.0,03/13/2020,Equatorial Guinea
6154,0.0,0.0,0.0,0.0,0.0,03/14/2020,Equatorial Guinea
6155,1.0,0.0,0.0,0.0,0.0,03/15/2020,Equatorial Guinea
6156,1.0,0.0,0.0,0.0,0.0,03/16/2020,Equatorial Guinea
6157,1.0,0.0,0.0,0.0,0.0,03/17/2020,Equatorial Guinea
6158,4.0,0.0,0.0,0.0,0.0,03/18/2020,Equatorial Guinea
6159,6.0,0.0,0.0,0.0,0.0,03/19/2020,Equatorial Guinea
6160,6.0,0.0,0.0,0.0,0.0,03/20/2020,Equatorial Guinea
6161,6.0,0.0,0.0,0.0,0.0,03/21/2020,Equatorial Guinea
6162,6.0,0.0,0.0,0.0,0.0,03/22/2020,Equatorial Guinea
6163,9.0,0.0,0.0,0.0,0.0,03/23/2020,Equatorial Guinea
6164,9.0,0.0,0.0,0.0,0.0,03/24/2020,Equatorial Guinea
6165,9.0,0.0,0.0,0.0,0.0,03/25/2020,Equatorial Guinea
6166,12.0,0.0,0.0,0.0,0.0,03/26/2020,Equatorial Guinea
6167,12.0,0.0,0.0,0.0,0.0,03/27/2020,Equatorial Guinea
6168,12.0,0.0,0.0,0.0,0.0,03/28/2020,Equatorial Guinea
6169,12.0,0.0,0.0,0.0,0.0,03/29/2020,Equatorial Guinea
6170,12.0,0.0,0.0,0.0,0.0,03/30/2020,Equatorial Guinea
6171,12.0,0.0,1.0,0.0,0.0,03/31/2020,Equatorial Guinea
6172,15.0,0.0,1.0,0.0,0.0,04/01/2020,Equatorial Guinea
6173,15.0,0.0,1.0,0.0,0.0,04/02/2020,Equatorial Guinea
6174,16.0,0.0,1.0,0.0,0.0,04/03/2020,Equatorial Guinea
6175,16.0,0.0,1.0,0.0,0.0,04/04/2020,Equatorial Guinea
6176,16.0,0.0,1.0,0.0,0.0,04/05/2020,Equatorial Guinea
6177,16.0,0.0,3.0,0.0,0.0,04/06/2020,Equatorial Guinea
6178,16.0,0.0,3.0,0.0,0.0,04/07/2020,Equatorial Guinea
6179,18.0,0.0,3.0,0.0,0.0,04/08/2020,Equatorial Guinea
6180,18.0,0.0,3.0,0.0,0.0,04/09/2020,Equatorial Guinea
6181,18.0,0.0,3.0,0.0,0.0,04/10/2020,Equatorial Guinea
6182,18.0,0.0,3.0,0.0,0.0,04/11/2020,Equatorial Guinea
6183,21.0,0.0,3.0,0.0,0.0,04/12/2020,Equatorial Guinea
6184,21.0,0.0,4.0,0.0,0.0,04/13/2020,Equatorial Guinea
6185,41.0,0.0,4.0,0.0,0.0,04/14/2020,Equatorial Guinea
6186,51.0,0.0,4.0,0.0,0.0,04/15/2020,Equatorial Guinea
6187,51.0,0.0,4.0,0.0,0.0,04/16/2020,Equatorial Guinea
6188,79.0,0.0,4.0,0.0,0.0,04/17/2020,Equatorial Guinea
6189,79.0,0.0,4.0,0.0,0.0,04/18/2020,Equatorial Guinea
6190,79.0,0.0,4.0,0.0,0.0,04/19/2020,Equatorial Guinea
6191,79.0,0.0,7.0,0.0,0.0,04/20/2020,Equatorial Guinea
6215,0.0,0.0,0.0,0.0,0.0,01/22/2020,Eritrea
6216,0.0,0.0,0.0,0.0,0.0,01/23/2020,Eritrea
6217,0.0,0.0,0.0,0.0,0.0,01/24/2020,Eritrea
6218,0.0,0.0,0.0,0.0,0.0,01/25/2020,Eritrea
6219,0.0,0.0,0.0,0.0,0.0,01/26/2020,Eritrea
6220,0.0,0.0,0.0,0.0,0.0,01/27/2020,Eritrea
6221,0.0,0.0,0.0,0.0,0.0,01/28/2020,Eritrea
6222,0.0,0.0,0.0,0.0,0.0,01/29/2020,Eritrea
6223,0.0,0.0,0.0,0.0,0.0,01/30/2020,Eritrea
6224,0.0,0.0,0.0,0.0,0.0,01/31/2020,Eritrea
6225,0.0,0.0,0.0,0.0,0.0,02/01/2020,Eritrea
6226,0.0,0.0,0.0,0.0,0.0,02/02/2020,Eritrea
6227,0.0,0.0,0.0,0.0,0.0,02/03/2020,Eritrea
6228,0.0,0.0,0.0,0.0,0.0,02/04/2020,Eritrea
6229,0.0,0.0,0.0,0.0,0.0,02/05/2020,Eritrea
6230,0.0,0.0,0.0,0.0,0.0,02/06/2020,Eritrea
6231,0.0,0.0,0.0,0.0,0.0,02/07/2020,Eritrea
6232,0.0,0.0,0.0,0.0,0.0,02/08/2020,Eritrea
6233,0.0,0.0,0.0,0.0,0.0,02/09/2020,Eritrea
6234,0.0,0.0,0.0,0.0,0.0,02/10/2020,Eritrea
6235,0.0,0.0,0.0,0.0,0.0,02/11/2020,Eritrea
6236,0.0,0.0,0.0,0.0,0.0,02/12/2020,Eritrea
6237,0.0,0.0,0.0,0.0,0.0,02/13/2020,Eritrea
6238,0.0,0.0,0.0,0.0,0.0,02/14/2020,Eritrea
6239,0.0,0.0,0.0,0.0,0.0,02/15/2020,Eritrea
6240,0.0,0.0,0.0,0.0,0.0,02/16/2020,Eritrea
6241,0.0,0.0,0.0,0.0,0.0,02/17/2020,Eritrea
6242,0.0,0.0,0.0,0.0,0.0,02/18/2020,Eritrea
6243,0.0,0.0,0.0,0.0,0.0,02/19/2020,Eritrea
6244,0.0,0.0,0.0,0.0,0.0,02/20/2020,Eritrea
6245,0.0,0.0,0.0,0.0,0.0,02/21/2020,Eritrea
6246,0.0,0.0,0.0,0.0,0.0,02/22/2020,Eritrea
6247,0.0,0.0,0.0,0.0,0.0,02/23/2020,Eritrea
6248,0.0,0.0,0.0,0.0,0.0,02/24/2020,Eritrea
6249,0.0,0.0,0.0,0.0,0.0,02/25/2020,Eritrea
6250,0.0,0.0,0.0,0.0,0.0,02/26/2020,Eritrea
6251,0.0,0.0,0.0,0.0,0.0,02/27/2020,Eritrea
6252,0.0,0.0,0.0,0.0,0.0,02/28/2020,Eritrea
6253,0.0,0.0,0.0,0.0,0.0,02/29/2020,Eritrea
6254,0.0,0.0,0.0,0.0,0.0,03/01/2020,Eritrea
6255,0.0,0.0,0.0,0.0,0.0,03/02/2020,Eritrea
6256,0.0,0.0,0.0,0.0,0.0,03/03/2020,Eritrea
6257,0.0,0.0,0.0,0.0,0.0,03/04/2020,Eritrea
6258,0.0,0.0,0.0,0.0,0.0,03/05/2020,Eritrea
6259,0.0,0.0,0.0,0.0,0.0,03/06/2020,Eritrea
6260,0.0,0.0,0.0,0.0,0.0,03/07/2020,Eritrea
6261,0.0,0.0,0.0,0.0,0.0,03/08/2020,Eritrea
6262,0.0,0.0,0.0,0.0,0.0,03/09/2020,Eritrea
6263,0.0,0.0,0.0,0.0,0.0,03/10/2020,Eritrea
6264,0.0,0.0,0.0,0.0,0.0,03/11/2020,Eritrea
6265,0.0,0.0,0.0,0.0,0.0,03/12/2020,Eritrea
6266,0.0,0.0,0.0,0.0,0.0,03/13/2020,Eritrea
