,Confirmed,Deaths,Recovered,Stringency,Testing,index,Country
0,0.0,0.0,0.0,0.0,0.0,01/22/2020,Afghanistan
1,0.0,0.0,0.0,0.0,0.0,01/23/2020,Afghanistan
2,0.0,0.0,0.0,0.0,0.0,01/24/2020,Afghanistan
3,0.0,0.0,0.0,0.0,0.0,01/25/2020,Afghanistan
4,0.0,0.0,0.0,0.0,0.0,01/26/2020,Afghanistan
5,0.0,0.0,0.0,0.0,0.0,01/27/2020,Afghanistan
6,0.0,0.0,0.0,0.0,0.0,01/28/2020,Afghanistan
7,0.0,0.0,0.0,0.0,0.0,01/29/2020,Afghanistan
8,0.0,0.0,0.0,0.0,0.0,01/30/2020,Afghanistan
9,0.0,0.0,0.0,0.0,0.0,01/31/2020,Afghanistan
10,0.0,0.0,0.0,0.0,0.0,02/01/2020,Afghanistan
11,0.0,0.0,0.0,0.0,0.0,02/02/2020,Afghanistan
12,0.0,0.0,0.0,0.0,0.0,02/03/2020,Afghanistan
13,0.0,0.0,0.0,0.0,0.0,02/04/2020,Afghanistan
14,0.0,0.0,0.0,0.0,0.0,02/05/2020,Afghanistan
15,0.0,0.0,0.0,0.0,0.0,02/06/2020,Afghanistan
16,0.0,0.0,0.0,0.0,0.0,02/07/2020,Afghanistan
17,0.0,0.0,0.0,0.0,0.0,02/08/2020,Afghanistan
18,0.0,0.0,0.0,0.0,0.0,02/09/2020,Afghanistan
19,0.0,0.0,0.0,0.0,0.0,02/10/2020,Afghanistan
20,0.0,0.0,0.0,0.0,0.0,02/11/2020,Afghanistan
21,0.0,0.0,0.0,0.0,0.0,02/12/2020,Afghanistan
22,0.0,0.0,0.0,0.0,0.0,02/13/2020,Afghanistan
23,0.0,0.0,0.0,0.0,0.0,02/14/2020,Afghanistan
24,0.0,0.0,0.0,0.0,0.0,02/15/2020,Afghanistan
25,0.0,0.0,0.0,0.0,0.0,02/16/2020,Afghanistan
26,0.0,0.0,0.0,0.0,0.0,02/17/2020,Afghanistan
27,0.0,0.0,0.0,0.0,0.0,02/18/2020,Afghanistan
28,0.0,0.0,0.0,0.0,0.0,02/19/2020,Afghanistan
29,0.0,0.0,0.0,0.0,0.0,02/20/2020,Afghanistan
30,0.0,0.0,0.0,0.0,0.0,02/21/2020,Afghanistan
31,0.0,0.0,0.0,0.0,0.0,02/22/2020,Afghanistan
32,0.0,0.0,0.0,0.0,0.0,02/23/2020,Afghanistan
33,1.0,0.0,0.0,0.0,0.0,02/24/2020,Afghanistan
34,1.0,0.0,0.0,0.0,0.0,02/25/2020,Afghanistan
35,1.0,0.0,0.0,0.0,0.0,02/26/2020,Afghanistan
36,1.0,0.0,0.0,0.0,0.0,02/27/2020,Afghanistan
37,1.0,0.0,0.0,0.0,0.0,02/28/2020,Afghanistan
38,1.0,0.0,0.0,0.0,0.0,02/29/2020,Afghanistan
39,1.0,0.0,0.0,24.0,0.0,03/01/2020,Afghanistan
40,1.0,0.0,0.0,29.0,0.0,03/02/2020,Afghanistan
41,1.0,0.0,0.0,29.0,0.0,03/03/2020,Afghanistan
42,1.0,0.0,0.0,29.0,0.0,03/04/2020,Afghanistan
43,1.0,0.0,0.0,29.0,0.0,03/05/2020,Afghanistan
44,1.0,0.0,0.0,29.0,0.0,03/06/2020,Afghanistan
45,1.0,0.0,0.0,29.0,0.0,03/07/2020,Afghanistan
46,4.0,0.0,0.0,29.0,0.0,03/08/2020,Afghanistan
47,4.0,0.0,0.0,29.0,0.0,03/09/2020,Afghanistan
48,5.0,0.0,0.0,29.0,0.0,03/10/2020,Afghanistan
49,7.0,0.0,0.0,29.0,0.0,03/11/2020,Afghanistan
50,7.0,0.0,0.0,29.0,0.0,03/12/2020,Afghanistan
51,7.0,0.0,0.0,29.0,0.0,03/13/2020,Afghanistan
52,11.0,0.0,0.0,43.0,0.0,03/14/2020,Afghanistan
53,16.0,0.0,0.0,43.0,0.0,03/15/2020,Afghanistan
54,21.0,0.0,1.0,43.0,0.0,03/16/2020,Afghanistan
55,22.0,0.0,1.0,43.0,0.0,03/17/2020,Afghanistan
56,22.0,0.0,1.0,43.0,0.0,03/18/2020,Afghanistan
57,22.0,0.0,1.0,43.0,0.0,03/19/2020,Afghanistan
58,24.0,0.0,1.0,43.0,0.0,03/20/2020,Afghanistan
59,24.0,0.0,1.0,43.0,0.0,03/21/2020,Afghanistan
60,40.0,1.0,1.0,43.0,0.0,03/22/2020,Afghanistan
61,40.0,1.0,1.0,43.0,0.0,03/23/2020,Afghanistan
62,74.0,1.0,1.0,52.0,0.0,03/24/2020,Afghanistan
63,84.0,2.0,2.0,52.0,0.0,03/25/2020,Afghanistan
64,94.0,4.0,2.0,62.0,0.0,03/26/2020,Afghanistan
65,110.0,4.0,2.0,71.0,0.0,03/27/2020,Afghanistan
66,110.0,4.0,2.0,71.0,0.0,03/28/2020,Afghanistan
67,120.0,4.0,2.0,71.0,0.0,03/29/2020,Afghanistan
68,170.0,4.0,2.0,71.0,0.0,03/30/2020,Afghanistan
69,174.0,4.0,5.0,71.0,0.0,03/31/2020,Afghanistan
70,237.0,4.0,5.0,71.0,0.0,04/01/2020,Afghanistan
71,273.0,6.0,10.0,71.0,0.0,04/02/2020,Afghanistan
72,281.0,6.0,10.0,71.0,0.0,04/03/2020,Afghanistan
73,299.0,7.0,10.0,71.0,0.0,04/04/2020,Afghanistan
74,349.0,7.0,15.0,71.0,0.0,04/05/2020,Afghanistan
75,367.0,11.0,18.0,71.0,0.0,04/06/2020,Afghanistan
76,423.0,14.0,18.0,71.0,0.0,04/07/2020,Afghanistan
77,444.0,14.0,29.0,71.0,0.0,04/08/2020,Afghanistan
78,484.0,15.0,32.0,71.0,0.0,04/09/2020,Afghanistan
79,521.0,15.0,32.0,71.0,0.0,04/10/2020,Afghanistan
80,555.0,18.0,32.0,71.0,0.0,04/11/2020,Afghanistan
81,607.0,18.0,32.0,71.0,0.0,04/12/2020,Afghanistan
82,665.0,21.0,32.0,71.0,0.0,04/13/2020,Afghanistan
83,714.0,23.0,40.0,71.0,0.0,04/14/2020,Afghanistan
84,784.0,25.0,43.0,71.0,0.0,04/15/2020,Afghanistan
85,840.0,30.0,54.0,71.0,0.0,04/16/2020,Afghanistan
86,906.0,30.0,99.0,71.0,0.0,04/17/2020,Afghanistan
87,933.0,30.0,112.0,71.0,0.0,04/18/2020,Afghanistan
88,996.0,33.0,131.0,0.0,0.0,04/19/2020,Afghanistan
89,1026.0,36.0,135.0,0.0,0.0,04/20/2020,Afghanistan
113,0.0,0.0,0.0,0.0,0.0,01/22/2020,Albania
114,0.0,0.0,0.0,0.0,0.0,01/23/2020,Albania
115,0.0,0.0,0.0,0.0,0.0,01/24/2020,Albania
116,0.0,0.0,0.0,0.0,0.0,01/25/2020,Albania
117,0.0,0.0,0.0,0.0,0.0,01/26/2020,Albania
118,0.0,0.0,0.0,0.0,0.0,01/27/2020,Albania
119,0.0,0.0,0.0,0.0,0.0,01/28/2020,Albania
120,0.0,0.0,0.0,0.0,0.0,01/29/2020,Albania
121,0.0,0.0,0.0,0.0,0.0,01/30/2020,Albania
122,0.0,0.0,0.0,0.0,0.0,01/31/2020,Albania
123,0.0,0.0,0.0,0.0,0.0,02/01/2020,Albania
124,0.0,0.0,0.0,0.0,0.0,02/02/2020,Albania
125,0.0,0.0,0.0,0.0,0.0,02/03/2020,Albania
126,0.0,0.0,0.0,0.0,0.0,02/04/2020,Albania
127,0.0,0.0,0.0,0.0,0.0,02/05/2020,Albania
128,0.0,0.0,0.0,0.0,0.0,02/06/2020,Albania
129,0.0,0.0,0.0,0.0,0.0,02/07/2020,Albania
130,0.0,0.0,0.0,0.0,0.0,02/08/2020,Albania
131,0.0,0.0,0.0,0.0,0.0,02/09/2020,Albania
132,0.0,0.0,0.0,0.0,0.0,02/10/2020,Albania
133,0.0,0.0,0.0,0.0,0.0,02/11/2020,Albania
134,0.0,0.0,0.0,0.0,0.0,02/12/2020,Albania
135,0.0,0.0,0.0,0.0,0.0,02/13/2020,Albania
136,0.0,0.0,0.0,0.0,0.0,02/14/2020,Albania
137,0.0,0.0,0.0,0.0,0.0,02/15/2020,Albania
138,0.0,0.0,0.0,0.0,0.0,02/16/2020,Albania
139,0.0,0.0,0.0,0.0,0.0,02/17/2020,Albania
140,0.0,0.0,0.0,0.0,0.0,02/18/2020,Albania
141,0.0,0.0,0.0,0.0,0.0,02/19/2020,Albania
142,0.0,0.0,0.0,0.0,0.0,02/20/2020,Albania
143,0.0,0.0,0.0,0.0,0.0,02/21/2020,Albania
144,0.0,0.0,0.0,0.0,0.0,02/22/2020,Albania
145,0.0,0.0,0.0,0.0,0.0,02/23/2020,Albania
146,0.0,0.0,0.0,0.0,0.0,02/24/2020,Albania
147,0.0,0.0,0.0,5.0,0.0,02/25/2020,Albania
148,0.0,0.0,0.0,5.0,0.0,02/26/2020,Albania
149,0.0,0.0,0.0,5.0,0.0,02/27/2020,Albania
150,0.0,0.0,0.0,5.0,0.0,02/28/2020,Albania
151,0.0,0.0,0.0,5.0,0.0,02/29/2020,Albania
152,0.0,0.0,0.0,5.0,0.0,03/01/2020,Albania
153,0.0,0.0,0.0,5.0,0.0,03/02/2020,Albania
154,0.0,0.0,0.0,5.0,0.0,03/03/2020,Albania
155,0.0,0.0,0.0,5.0,0.0,03/04/2020,Albania
156,0.0,0.0,0.0,5.0,0.0,03/05/2020,Albania
157,0.0,0.0,0.0,5.0,0.0,03/06/2020,Albania
158,0.0,0.0,0.0,5.0,0.0,03/07/2020,Albania
159,0.0,0.0,0.0,5.0,0.0,03/08/2020,Albania
160,2.0,0.0,0.0,52.0,0.0,03/09/2020,Albania
161,10.0,0.0,0.0,52.0,0.0,03/10/2020,Albania
162,12.0,1.0,0.0,67.0,0.0,03/11/2020,Albania
163,23.0,1.0,0.0,86.0,0.0,03/12/2020,Albania
164,33.0,1.0,0.0,86.0,0.0,03/13/2020,Albania
165,38.0,1.0,0.0,86.0,0.0,03/14/2020,Albania
166,42.0,1.0,0.0,86.0,0.0,03/15/2020,Albania
167,51.0,1.0,0.0,86.0,0.0,03/16/2020,Albania
168,55.0,1.0,0.0,86.0,0.0,03/17/2020,Albania
169,59.0,2.0,0.0,86.0,0.0,03/18/2020,Albania
170,64.0,2.0,0.0,86.0,0.0,03/19/2020,Albania
171,70.0,2.0,0.0,86.0,0.0,03/20/2020,Albania
172,76.0,2.0,2.0,86.0,0.0,03/21/2020,Albania
173,89.0,2.0,2.0,86.0,0.0,03/22/2020,Albania
174,104.0,4.0,2.0,86.0,0.0,03/23/2020,Albania
175,123.0,5.0,10.0,86.0,0.0,03/24/2020,Albania
176,146.0,5.0,17.0,86.0,0.0,03/25/2020,Albania
177,174.0,6.0,17.0,86.0,0.0,03/26/2020,Albania
178,186.0,8.0,31.0,86.0,0.0,03/27/2020,Albania
179,197.0,10.0,31.0,86.0,0.0,03/28/2020,Albania
180,212.0,10.0,33.0,86.0,0.0,03/29/2020,Albania
181,223.0,11.0,44.0,86.0,0.0,03/30/2020,Albania
182,243.0,15.0,52.0,86.0,0.0,03/31/2020,Albania
183,259.0,15.0,67.0,86.0,0.0,04/01/2020,Albania
184,277.0,16.0,76.0,86.0,0.0,04/02/2020,Albania
185,304.0,17.0,89.0,86.0,0.0,04/03/2020,Albania
186,333.0,20.0,99.0,86.0,0.0,04/04/2020,Albania
187,361.0,20.0,104.0,86.0,0.0,04/05/2020,Albania
188,377.0,21.0,116.0,86.0,0.0,04/06/2020,Albania
189,383.0,22.0,131.0,86.0,0.0,04/07/2020,Albania
190,400.0,22.0,154.0,86.0,0.0,04/08/2020,Albania
191,409.0,23.0,165.0,86.0,0.0,04/09/2020,Albania
192,416.0,23.0,182.0,86.0,0.0,04/10/2020,Albania
193,433.0,23.0,197.0,86.0,0.0,04/11/2020,Albania
194,446.0,23.0,217.0,86.0,0.0,04/12/2020,Albania
195,467.0,23.0,232.0,86.0,0.0,04/13/2020,Albania
196,475.0,24.0,248.0,86.0,0.0,04/14/2020,Albania
197,494.0,25.0,251.0,86.0,0.0,04/15/2020,Albania
198,518.0,26.0,277.0,86.0,0.0,04/16/2020,Albania
199,539.0,26.0,283.0,86.0,0.0,04/17/2020,Albania
200,548.0,26.0,302.0,86.0,0.0,04/18/2020,Albania
201,562.0,26.0,314.0,86.0,0.0,04/19/2020,Albania
202,584.0,26.0,327.0,86.0,0.0,04/20/2020,Albania
226,0.0,0.0,0.0,0.0,0.0,01/22/2020,Algeria
227,0.0,0.0,0.0,0.0,0.0,01/23/2020,Algeria
228,0.0,0.0,0.0,0.0,0.0,01/24/2020,Algeria
229,0.0,0.0,0.0,0.0,0.0,01/25/2020,Algeria
230,0.0,0.0,0.0,0.0,0.0,01/26/2020,Algeria
231,0.0,0.0,0.0,0.0,0.0,01/27/2020,Algeria
232,0.0,0.0,0.0,0.0,0.0,01/28/2020,Algeria
233,0.0,0.0,0.0,0.0,0.0,01/29/2020,Algeria
234,0.0,0.0,0.0,0.0,0.0,01/30/2020,Algeria
235,0.0,0.0,0.0,0.0,0.0,01/31/2020,Algeria
236,0.0,0.0,0.0,0.0,0.0,02/01/2020,Algeria
237,0.0,0.0,0.0,0.0,0.0,02/02/2020,Algeria
238,0.0,0.0,0.0,0.0,0.0,02/03/2020,Algeria
239,0.0,0.0,0.0,0.0,0.0,02/04/2020,Algeria
240,0.0,0.0,0.0,0.0,0.0,02/05/2020,Algeria
241,0.0,0.0,0.0,0.0,0.0,02/06/2020,Algeria
242,0.0,0.0,0.0,0.0,0.0,02/07/2020,Algeria
243,0.0,0.0,0.0,0.0,0.0,02/08/2020,Algeria
244,0.0,0.0,0.0,0.0,0.0,02/09/2020,Algeria
245,0.0,0.0,0.0,0.0,0.0,02/10/2020,Algeria
246,0.0,0.0,0.0,0.0,0.0,02/11/2020,Algeria
247,0.0,0.0,0.0,0.0,0.0,02/12/2020,Algeria
248,0.0,0.0,0.0,0.0,0.0,02/13/2020,Algeria
249,0.0,0.0,0.0,0.0,0.0,02/14/2020,Algeria
250,0.0,0.0,0.0,0.0,0.0,02/15/2020,Algeria
251,0.0,0.0,0.0,0.0,0.0,02/16/2020,Algeria
252,0.0,0.0,0.0,0.0,0.0,02/17/2020,Algeria
253,0.0,0.0,0.0,0.0,0.0,02/18/2020,Algeria
254,0.0,0.0,0.0,0.0,0.0,02/19/2020,Algeria
255,0.0,0.0,0.0,0.0,0.0,02/20/2020,Algeria
256,0.0,0.0,0.0,0.0,0.0,02/21/2020,Algeria
257,0.0,0.0,0.0,0.0,0.0,02/22/2020,Algeria
258,0.0,0.0,0.0,0.0,0.0,02/23/2020,Algeria
259,0.0,0.0,0.0,0.0,0.0,02/24/2020,Algeria
260,1.0,0.0,0.0,0.0,0.0,02/25/2020,Algeria
261,1.0,0.0,0.0,0.0,0.0,02/26/2020,Algeria
262,1.0,0.0,0.0,0.0,0.0,02/27/2020,Algeria
263,1.0,0.0,0.0,0.0,0.0,02/28/2020,Algeria
264,1.0,0.0,0.0,0.0,0.0,02/29/2020,Algeria
265,1.0,0.0,0.0,0.0,0.0,03/01/2020,Algeria
266,3.0,0.0,0.0,0.0,0.0,03/02/2020,Algeria
267,5.0,0.0,0.0,0.0,0.0,03/03/2020,Algeria
268,12.0,0.0,0.0,0.0,0.0,03/04/2020,Algeria
269,12.0,0.0,0.0,14.0,0.0,03/05/2020,Algeria
270,17.0,0.0,0.0,14.0,0.0,03/06/2020,Algeria
271,17.0,0.0,0.0,14.0,0.0,03/07/2020,Algeria
272,19.0,0.0,0.0,14.0,0.0,03/08/2020,Algeria
273,20.0,0.0,0.0,14.0,0.0,03/09/2020,Algeria
274,20.0,0.0,0.0,14.0,0.0,03/10/2020,Algeria
275,20.0,0.0,0.0,14.0,0.0,03/11/2020,Algeria
276,24.0,1.0,8.0,33.0,0.0,03/12/2020,Algeria
277,26.0,2.0,8.0,33.0,0.0,03/13/2020,Algeria
278,37.0,3.0,12.0,33.0,0.0,03/14/2020,Algeria
279,48.0,4.0,12.0,33.0,0.0,03/15/2020,Algeria
280,54.0,4.0,12.0,33.0,0.0,03/16/2020,Algeria
281,60.0,4.0,12.0,33.0,0.0,03/17/2020,Algeria
282,74.0,7.0,12.0,48.0,0.0,03/18/2020,Algeria
283,87.0,9.0,32.0,48.0,0.0,03/19/2020,Algeria
284,90.0,11.0,32.0,57.0,0.0,03/20/2020,Algeria
285,139.0,15.0,32.0,57.0,0.0,03/21/2020,Algeria
286,201.0,17.0,65.0,76.0,0.0,03/22/2020,Algeria
287,230.0,17.0,65.0,86.0,0.0,03/23/2020,Algeria
288,264.0,19.0,24.0,86.0,0.0,03/24/2020,Algeria
289,302.0,21.0,65.0,86.0,0.0,03/25/2020,Algeria
290,367.0,25.0,29.0,86.0,0.0,03/26/2020,Algeria
291,409.0,26.0,29.0,86.0,0.0,03/27/2020,Algeria
292,454.0,29.0,31.0,86.0,0.0,03/28/2020,Algeria
293,511.0,31.0,31.0,86.0,0.0,03/29/2020,Algeria
294,584.0,35.0,37.0,86.0,0.0,03/30/2020,Algeria
295,716.0,44.0,46.0,86.0,0.0,03/31/2020,Algeria
296,847.0,58.0,61.0,90.0,0.0,04/01/2020,Algeria
297,986.0,86.0,61.0,90.0,0.0,04/02/2020,Algeria
298,1171.0,105.0,62.0,90.0,0.0,04/03/2020,Algeria
299,1251.0,130.0,90.0,90.0,0.0,04/04/2020,Algeria
300,1320.0,152.0,90.0,95.0,0.0,04/05/2020,Algeria
301,1423.0,173.0,90.0,95.0,0.0,04/06/2020,Algeria
302,1468.0,193.0,113.0,95.0,0.0,04/07/2020,Algeria
303,1572.0,205.0,237.0,95.0,0.0,04/08/2020,Algeria
304,1666.0,235.0,347.0,95.0,0.0,04/09/2020,Algeria
305,1761.0,256.0,405.0,95.0,0.0,04/10/2020,Algeria
306,1825.0,275.0,460.0,95.0,0.0,04/11/2020,Algeria
307,1914.0,293.0,591.0,95.0,0.0,04/12/2020,Algeria
308,1983.0,313.0,601.0,95.0,0.0,04/13/2020,Algeria
309,2070.0,326.0,691.0,0.0,0.0,04/14/2020,Algeria
310,2160.0,336.0,708.0,0.0,0.0,04/15/2020,Algeria
311,2268.0,348.0,783.0,0.0,0.0,04/16/2020,Algeria
312,2418.0,364.0,846.0,0.0,0.0,04/17/2020,Algeria
313,2534.0,367.0,894.0,0.0,0.0,04/18/2020,Algeria
314,2629.0,375.0,1047.0,0.0,0.0,04/19/2020,Algeria
315,2718.0,384.0,1099.0,0.0,0.0,04/20/2020,Algeria
339,0.0,0.0,0.0,0.0,0.0,01/22/2020,Andorra
340,0.0,0.0,0.0,0.0,0.0,01/23/2020,Andorra
341,0.0,0.0,0.0,0.0,0.0,01/24/2020,Andorra
342,0.0,0.0,0.0,0.0,0.0,01/25/2020,Andorra
343,0.0,0.0,0.0,0.0,0.0,01/26/2020,Andorra
344,0.0,0.0,0.0,0.0,0.0,01/27/2020,Andorra
345,0.0,0.0,0.0,0.0,0.0,01/28/2020,Andorra
346,0.0,0.0,0.0,0.0,0.0,01/29/2020,Andorra
347,0.0,0.0,0.0,0.0,0.0,01/30/2020,Andorra
348,0.0,0.0,0.0,0.0,0.0,01/31/2020,Andorra
349,0.0,0.0,0.0,0.0,0.0,02/01/2020,Andorra
350,0.0,0.0,0.0,0.0,0.0,02/02/2020,Andorra
351,0.0,0.0,0.0,0.0,0.0,02/03/2020,Andorra
352,0.0,0.0,0.0,0.0,0.0,02/04/2020,Andorra
353,0.0,0.0,0.0,0.0,0.0,02/05/2020,Andorra
354,0.0,0.0,0.0,0.0,0.0,02/06/2020,Andorra
355,0.0,0.0,0.0,0.0,0.0,02/07/2020,Andorra
356,0.0,0.0,0.0,0.0,0.0,02/08/2020,Andorra
357,0.0,0.0,0.0,0.0,0.0,02/09/2020,Andorra
358,0.0,0.0,0.0,0.0,0.0,02/10/2020,Andorra
359,0.0,0.0,0.0,0.0,0.0,02/11/2020,Andorra
360,0.0,0.0,0.0,0.0,0.0,02/12/2020,Andorra
361,0.0,0.0,0.0,0.0,0.0,02/13/2020,Andorra
362,0.0,0.0,0.0,0.0,0.0,02/14/2020,Andorra
363,0.0,0.0,0.0,0.0,0.0,02/15/2020,Andorra
364,0.0,0.0,0.0,0.0,0.0,02/16/2020,Andorra
365,0.0,0.0,0.0,0.0,0.0,02/17/2020,Andorra
366,0.0,0.0,0.0,0.0,0.0,02/18/2020,Andorra
367,0.0,0.0,0.0,0.0,0.0,02/19/2020,Andorra
368,0.0,0.0,0.0,0.0,0.0,02/20/2020,Andorra
369,0.0,0.0,0.0,0.0,0.0,02/21/2020,Andorra
370,0.0,0.0,0.0,0.0,0.0,02/22/2020,Andorra
371,0.0,0.0,0.0,0.0,0.0,02/23/2020,Andorra
372,0.0,0.0,0.0,0.0,0.0,02/24/2020,Andorra
373,0.0,0.0,0.0,0.0,0.0,02/25/2020,Andorra
374,0.0,0.0,0.0,0.0,0.0,02/26/2020,Andorra
375,0.0,0.0,0.0,0.0,0.0,02/27/2020,Andorra
376,0.0,0.0,0.0,0.0,0.0,02/28/2020,Andorra
377,0.0,0.0,0.0,0.0,0.0,02/29/2020,Andorra
378,0.0,0.0,0.0,0.0,0.0,03/01/2020,Andorra
379,1.0,0.0,0.0,0.0,0.0,03/02/2020,Andorra
380,1.0,0.0,0.0,0.0,0.0,03/03/2020,Andorra
381,1.0,0.0,0.0,0.0,0.0,03/04/2020,Andorra
382,1.0,0.0,0.0,0.0,0.0,03/05/2020,Andorra
383,1.0,0.0,0.0,0.0,0.0,03/06/2020,Andorra
384,1.0,0.0,0.0,0.0,0.0,03/07/2020,Andorra
385,1.0,0.0,0.0,0.0,0.0,03/08/2020,Andorra
386,1.0,0.0,0.0,0.0,0.0,03/09/2020,Andorra
387,1.0,0.0,0.0,0.0,0.0,03/10/2020,Andorra
388,1.0,0.0,0.0,0.0,0.0,03/11/2020,Andorra
389,1.0,0.0,1.0,0.0,0.0,03/12/2020,Andorra
390,1.0,0.0,0.0,0.0,0.0,03/13/2020,Andorra
391,1.0,0.0,1.0,0.0,0.0,03/14/2020,Andorra
392,1.0,0.0,1.0,0.0,0.0,03/15/2020,Andorra
393,2.0,0.0,1.0,14.0,0.0,03/16/2020,Andorra
394,39.0,0.0,1.0,14.0,0.0,03/17/2020,Andorra
395,39.0,0.0,1.0,14.0,0.0,03/18/2020,Andorra
396,53.0,0.0,1.0,14.0,0.0,03/19/2020,Andorra
397,75.0,0.0,1.0,14.0,0.0,03/20/2020,Andorra
398,88.0,0.0,1.0,14.0,0.0,03/21/2020,Andorra
399,113.0,1.0,1.0,14.0,0.0,03/22/2020,Andorra
400,133.0,1.0,1.0,14.0,0.0,03/23/2020,Andorra
401,164.0,1.0,1.0,14.0,0.0,03/24/2020,Andorra
402,188.0,1.0,1.0,57.0,0.0,03/25/2020,Andorra
403,224.0,3.0,1.0,57.0,0.0,03/26/2020,Andorra
404,267.0,3.0,1.0,57.0,0.0,03/27/2020,Andorra
405,308.0,3.0,1.0,57.0,0.0,03/28/2020,Andorra
406,334.0,6.0,1.0,57.0,0.0,03/29/2020,Andorra
407,370.0,8.0,10.0,57.0,0.0,03/30/2020,Andorra
408,376.0,12.0,10.0,57.0,0.0,03/31/2020,Andorra
409,390.0,14.0,10.0,57.0,0.0,04/01/2020,Andorra
410,428.0,15.0,10.0,57.0,0.0,04/02/2020,Andorra
411,439.0,16.0,16.0,57.0,0.0,04/03/2020,Andorra
412,466.0,17.0,21.0,57.0,0.0,04/04/2020,Andorra
413,501.0,18.0,26.0,57.0,0.0,04/05/2020,Andorra
414,525.0,21.0,31.0,57.0,0.0,04/06/2020,Andorra
415,545.0,22.0,39.0,57.0,0.0,04/07/2020,Andorra
416,564.0,23.0,52.0,57.0,0.0,04/08/2020,Andorra
417,583.0,25.0,58.0,57.0,0.0,04/09/2020,Andorra
418,601.0,26.0,71.0,57.0,0.0,04/10/2020,Andorra
419,601.0,26.0,71.0,57.0,0.0,04/11/2020,Andorra
420,638.0,29.0,128.0,57.0,0.0,04/12/2020,Andorra
421,646.0,29.0,128.0,57.0,0.0,04/13/2020,Andorra
422,659.0,31.0,128.0,0.0,0.0,04/14/2020,Andorra
423,673.0,33.0,169.0,0.0,0.0,04/15/2020,Andorra
424,673.0,33.0,169.0,0.0,0.0,04/16/2020,Andorra
425,696.0,35.0,191.0,0.0,0.0,04/17/2020,Andorra
426,704.0,35.0,205.0,0.0,0.0,04/18/2020,Andorra
427,713.0,36.0,235.0,0.0,0.0,04/19/2020,Andorra
428,717.0,37.0,248.0,0.0,0.0,04/20/2020,Andorra
452,0.0,0.0,0.0,0.0,0.0,01/22/2020,Angola
453,0.0,0.0,0.0,0.0,0.0,01/23/2020,Angola
454,0.0,0.0,0.0,0.0,0.0,01/24/2020,Angola
455,0.0,0.0,0.0,0.0,0.0,01/25/2020,Angola
456,0.0,0.0,0.0,0.0,0.0,01/26/2020,Angola
457,0.0,0.0,0.0,0.0,0.0,01/27/2020,Angola
458,0.0,0.0,0.0,0.0,0.0,01/28/2020,Angola
459,0.0,0.0,0.0,0.0,0.0,01/29/2020,Angola
460,0.0,0.0,0.0,0.0,0.0,01/30/2020,Angola
461,0.0,0.0,0.0,0.0,0.0,01/31/2020,Angola
462,0.0,0.0,0.0,0.0,0.0,02/01/2020,Angola
463,0.0,0.0,0.0,0.0,0.0,02/02/2020,Angola
464,0.0,0.0,0.0,0.0,0.0,02/03/2020,Angola
465,0.0,0.0,0.0,0.0,0.0,02/04/2020,Angola
466,0.0,0.0,0.0,0.0,0.0,02/05/2020,Angola
467,0.0,0.0,0.0,10.0,0.0,02/06/2020,Angola
468,0.0,0.0,0.0,10.0,0.0,02/07/2020,Angola
469,0.0,0.0,0.0,10.0,0.0,02/08/2020,Angola
470,0.0,0.0,0.0,10.0,0.0,02/09/2020,Angola
471,0.0,0.0,0.0,10.0,0.0,02/10/2020,Angola
472,0.0,0.0,0.0,10.0,0.0,02/11/2020,Angola
473,0.0,0.0,0.0,10.0,0.0,02/12/2020,Angola
474,0.0,0.0,0.0,10.0,0.0,02/13/2020,Angola
475,0.0,0.0,0.0,10.0,0.0,02/14/2020,Angola
476,0.0,0.0,0.0,10.0,0.0,02/15/2020,Angola
477,0.0,0.0,0.0,10.0,0.0,02/16/2020,Angola
478,0.0,0.0,0.0,10.0,0.0,02/17/2020,Angola
479,0.0,0.0,0.0,10.0,0.0,02/18/2020,Angola
480,0.0,0.0,0.0,10.0,0.0,02/19/2020,Angola
481,0.0,0.0,0.0,10.0,0.0,02/20/2020,Angola
482,0.0,0.0,0.0,10.0,0.0,02/21/2020,Angola
483,0.0,0.0,0.0,10.0,0.0,02/22/2020,Angola
484,0.0,0.0,0.0,10.0,0.0,02/23/2020,Angola
485,0.0,0.0,0.0,10.0,0.0,02/24/2020,Angola
486,0.0,0.0,0.0,10.0,0.0,02/25/2020,Angola
487,0.0,0.0,0.0,10.0,0.0,02/26/2020,Angola
488,0.0,0.0,0.0,10.0,0.0,02/27/2020,Angola
489,0.0,0.0,0.0,10.0,0.0,02/28/2020,Angola
490,0.0,0.0,0.0,10.0,0.0,02/29/2020,Angola
491,0.0,0.0,0.0,14.0,0.0,03/01/2020,Angola
492,0.0,0.0,0.0,14.0,0.0,03/02/2020,Angola
493,0.0,0.0,0.0,14.0,0.0,03/03/2020,Angola
494,0.0,0.0,0.0,14.0,0.0,03/04/2020,Angola
495,0.0,0.0,0.0,14.0,0.0,03/05/2020,Angola
496,0.0,0.0,0.0,14.0,0.0,03/06/2020,Angola
497,0.0,0.0,0.0,14.0,0.0,03/07/2020,Angola
498,0.0,0.0,0.0,14.0,0.0,03/08/2020,Angola
499,0.0,0.0,0.0,14.0,0.0,03/09/2020,Angola
500,0.0,0.0,0.0,14.0,0.0,03/10/2020,Angola
